"SEQ_KEY","COORD_OP_CODE","SOURCE_CRS_CODE","TARGET_CRS_CODE","REMARKS","COORD_OP_SCOPE","AREA_OF_USE_CODE","AREA_SOUTH_BOUND_LAT","AREA_NORTH_BOUND_LAT","AREA_WEST_BOUND_LON","AREA_EAST_BOUND_LON","SHOW_OPERATION","DEPRECATED","COORD_OP_METHOD_CODE","DX","DY","DZ","RX","RY","RZ","DS","PREFERRED"
126,15707,4159,4326,"Used by Petrocanada and previous licence holders in Amal field, concession 12.",Oil exploration and production,2987,29.2,29.6,21,21.3,1,0,9603,-118.996,-111.177,-198.687,,,,,0
127,15778,4159,4326,"Derived by Total at stations SDL 130-03, 04 and 05 in May 2005.",Oil exploration and production.,3142,27.83,28.67,21.17,21.83,1,0,9603,-114.7,-98.5,-150.7,,,,,0
128,15909,4159,4326,Derived at 29 stations throughout Libya in May 2006.,For applications to an accuracy of 5 metres.,3271,19.51,32.9,9.31,25.15,1,0,9603,-115.8543,-99.0583,-152.4616,,,,,1
129,15923,4159,4326,"Derived by SDL for Total in Cyrenaica blocks 2 & 4.",Oil and gas exploration.,3477,32,32.67,22.5,23,1,0,9603,-117.7,-100.3,-152.4,,,,,0
130,1080,4672,4326,Derived at 4 stations.,For military purposes. Accuracy 15m in each axis.,2889,-45,-43,-178,-175,1,0,9603,175,-38,113,,,,,1
131,1081,4673,4326,Derived at 4 stations using concatenation through WGS72. Parameter vales are also used to transform CI1979 to NZGD2000 - see tfm code 1082.,For applications requiring 2m accuracy.,2889,-45,-43,-178,-175,1,0,9607,174.05,-25.49,112.57,0,0,-0.554,0.2263,1
132,15894,4674,4326,,Accuracy 1m.,3418,-56.15,32.74,-118.5,-34,1,0,9603,0,0,0,,,,,1
133,1070,4675,4326,Derived at 5 stations.,For military purposes only. Accuracy 3m in each axis.,1110,12.76,14.01,140.08,145.59,1,0,9603,-100,-248,259,,,,,1
134,1682,4164,4326,"Parameter values taken from South Yemen to Yemen NGN96 (1) (code 1539) assuming that NGN96 is equivalent to WGS 84 within the accuracy of the transformation.","Approximation at the +/- 1m level.",1340,12,15,42.5,53,1,0,9603,-76,-138,67,,,,,1
135,1547,4165,4326,Derived at 2 stations.,For military purposes only. Accuracy 25m in each axis.,1113,8.22,12.69,-18.52,-13.65,1,0,9603,-173,253,27,,,,,1
136,1065,4678,4326,Derived at 25 stations.,Accuracy 5m.,1138,13.92,22.51,100.15,107.76,1,0,9603,44.585,-131.212,-39.544,,,,,1
137,1565,4167,4326,,Assumes NZGD2000 is coincident to WGS 84 to the 1m accuracy level.,1175,-55.95,-22.74,157.41,-170.89,1,0,9603,0,0,0,,,,,1
138,1569,4168,4326,Derived at 3 common points.,Military survey,1104,1.08,11.17,-3.9,1.34,1,0,9603,-199,32,322,,,,,1
139,15495,4168,4326,Derived via WGS 72BE. Found in use within oil industry erroneously concatenated via WGS 72. See tfm code 8571.,Oil industry.,1505,1.08,6.1,-3.9,1.34,1,0,9606,-171.16,17.29,325.21,0,0,0.814,-0.38,0
140,1577,4169,4326,Transformation based on observations at 2 stations in 1993.,For military purposes. One sigma uncertainty is 25m in each axis.,3109,-14.38,-14.16,-170.85,-169.41,1,0,9603,-115,118,426,,,,,1
141,1581,4170,4326,,For military purposes. Accuracy 1m in each axis.,3448,-56.15,13,-82,-34,1,0,9603,0,0,0,,,,,1
142,1671,4171,4326,"Parameter values from RGF93 to ETRS89 (1) (code 1591) assuming that ETRS89 is equivalent to WGS 84 within the accuracy of the transformation.","Approximation at the +/- 1m level.",1096,41.18,51.54,-9.62,10.3,1,0,9603,0,0,0,,,,,1
143,1598,4172,4326,,"?",1033,-60.04,-21.8,-73.62,-53.5,1,1,9603,0,0,0,,,,,0
144,1678,4173,4326,Assumes that ETRS89 is equivalent to WGS 84 within the accuracy of the transformation. IRENET95 is a regional realisation of ETRS89.,"Approximation at the +/- 1m level.",1305,51.33,55.4,-10.6,-5.33,1,0,9603,0,0,0,,,,,1
145,15738,4686,4326,,MAGNA-SIRGAS is a realisation of WGS 84 coincident to within 1 metre. This transformation has an accuracy equal to the coincidence figure.,1070,-4.22,15.93,-85.79,-66.91,1,0,9603,0,0,0,,,,,1
146,1614,4175,4326,"Determined at 8 stations. Info. source has the source CRS as Sierra Leone 1960. Sierra Leone 1968 is a readjustment of the 1960 network: coordinates changed by less than 3 metres.","Accuracy +/- 15m in each axis.",1209,4.27,10,-15.68,-10.27,1,0,9603,-88,4,101,,,,,1
147,1890,4176,4326,For many purposes Australian Antarctic can be considered to be coincident with WGS 84.,"Approximation at the +/- 1m level assuming that Australian Antarctic is equivalent to WGS 84.",1031,-90,-60,-180,180,1,0,9603,0,0,0,,,,,1
148,15773,4689,4326,"Approximation at the +/- 1m level assuming that RGPF is equivalent to WGS 84. Parameter values taken from IGN63 Hiva Oa to RGPF (1) (tfm code 15761).","Accuracy +/- 1 metre.",3131,-9.88,-9.67,-139.18,-138.8,1,0,9607,410.721,55.049,80.746,-2.5779,-2.3514,-0.6664,17.3311,1
149,15774,4689,4326,"Approximation at the +/- 1m level assuming that RGPF is equivalent to WGS 84. Parameter values taken from IGN63 Hiva Oa to RGPF (2) (tfm code 15762).","Accuracy +/- 2 metres.",3132,-10.05,-9.88,-139.15,-139,1,0,9607,374.716,-58.407,-0.957,-16.2111,-11.4626,-5.5357,-0.5409,0
150,1675,4178,4326,"Parameter values from Pulkovo 1942(83) to ETRS89 (1) (code 1674) assuming that ETRS89 is equivalent to WGS 84 within the accuracy of the transformation.",Residuals under 2 m.,1343,50.17,54.72,9.87,15.03,1,0,9607,24,-123,-94,-0.02,0.25,0.13,1.1,0
151,15996,4178,4326,Derived at 5 stations.,For military purposes. Accuracy 2m in each axis.,1119,45.78,48.6,16.12,22.91,1,0,9603,28,-121,-77,,,,,0
152,15998,4178,4326,Derived at 6 stations.,"For military purposes only. Accuracy 3m, 3m and 2m in X, Y and Z axes.",1306,47.74,51.05,12.09,22.56,1,0,9603,26,-121,-78,,,,,1
153,1645,4179,4326,"Parameter values from Pulkovo 1942(58) to ETRS89 (1) (code 1644). Assumes ETRS89 and WGS 84 can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 1 metre.,1192,49.03,55.95,14.14,24.16,1,0,9606,33.4,-146.6,-76.3,-0.359,-0.053,0.844,-0.84,1
154,15496,4179,4326,,Oil exploration,1197,43.62,48.26,20.26,31.5,1,0,9603,44.107,-116.147,-54.648,,,,,0
155,15497,4179,4326,Derived at 4 stations.,"For military purposes. Accuracy 3m, 5m and 3m in X, Y and Z axes.",1197,43.62,48.26,20.26,31.5,1,0,9603,28,-121,-77,,,,,0
156,15995,4179,4326,"Parameter values taken from Pulkovo 1942(58) to ETRS89 (4) (code 15994) assuming that ETRS89 is equivalent to WGS 84 within the accuracy of the transformation.","Accuracy of 1.5 to 3 metres horizontal, 3 to 5m vertical.",1197,43.62,48.26,20.26,31.5,1,0,9607,2.329,-147.042,-92.08,0.309,-0.325,-0.497,5.69,0
157,15997,4179,4326,Derived at 11 stations.,"For military purposes only. Accuracy 4m, 2m and 4m in X, Y and Z axes.",1192,49.03,55.95,14.14,24.16,1,0,9603,23,-124,-82,,,,,0
158,15999,4179,4326,Derived at 7 stations.,For military purposes. Accuracy 3m in each axis.,1025,39.67,42.69,18.45,21.06,1,0,9603,24,-130,-92,,,,,0
159,1649,4180,4326,"Parameter values taken from EST97 to ETRS89 (1) (code 1648). Assumes ETRS89 and WGS 84 can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 1 metre.,1090,57.57,59.7,21.84,28,1,0,9603,0,0,0,,,,,1
160,1643,4181,4326,"Parameter values from Luxembourg 1930 to ETRS89 (1) (code 1642). Assumes ETRS89 and WGS 84 can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 1 metre.,1146,49.48,50.21,5.73,6.53,1,0,9606,-193,13.7,-39.3,-0.41,-2.933,2.688,0.43,1
161,1210,4694,4326,,POSGAR 94 is a local realisation of WGS 84.,1033,-60.04,-21.8,-73.62,-53.5,1,0,9603,0,0,0,,,,,1
162,1886,4183,4326,Derived at 5 stations.,For military purposes only. Accuracy 3m in each axis.,1301,38.35,39.15,-28.85,-27,1,0,9603,-104,167,-38,,,,,1
163,1885,4184,4326,Derived at 2 stations.,For military purposes only. Accuracy 25m in each axis.,1345,36.9,37.95,-25.9,-24.95,1,0,9603,-203,141,53,,,,,1
164,15794,4708,4326,Derived at 1 satellite station.,For military purposes only. Accuracy 25m in each axis.,1069,-15.54,-5.89,93.54,102.43,1,0,9603,-491,-22,435,,,,,1
165,15850,4698,4326,"Also published in US NIMA/NGA TR8350.2 which gives accuracy of +/-25m in each axis and states that derived at one station.","Accuracy +/- 10 metres.",2816,-49.75,-48.5,68.5,70.6,1,0,9603,145,-187,103,,,,,1
166,15784,4699,4326,Derived at 17 stations in 1994 by University of East London. Residuals less than 2m.,Accuracy 2m.,3209,-20.5,-19.95,57.3,57.8,1,0,9603,-770.1,158.4,-498.2,,,,,1
167,1955,4188,4326,"Parameter values from TM75 to ETRS89 (2) (code 1953). Assumes each pair of (i) OSNI 1952 and TM75, and (ii) ETRS89 and WGS 84, can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 1 metre.,2530,54.01,55.31,-8.2,-5.42,1,0,9606,482.5,-130.6,564.6,-1.042,-0.214,-0.631,8.15,1
168,1768,4189,4326,,"Approximation at the +/- 1m level.",1251,0.65,16.76,-73.36,-57.38,1,0,9603,0,0,0,,,,,1
169,1773,4190,4326,,"Approximation at the +/- 1m level.",1033,-60.04,-21.8,-73.62,-53.5,1,0,9603,0,0,0,,,,,1
170,15780,4190,4326,,"Approximation at the +/- 1m level.",1033,-60.04,-21.8,-73.62,-53.5,1,1,9603,0,0,0,,,,,0
171,15873,4192,4326,Derived at Manoca tower assuming the pyramid on the tower and the centre of the tower resevoir are co-located. This assumption carries a few metres uncertainty.,Oil exploration.,2555,1.5,5,8.4,12,1,0,9603,-206.1,-174.7,-87.7,,,,,1
172,1796,4193,4326,"Derived at two points, checked at a third by Stolt Comex Seaway and Geoid for Elf.",Oil industry,2555,1.5,5,8.4,12,1,0,9603,-70.9,-151.8,-41.4,,,,,1
173,1797,4194,4326,Derived at 2 stations.,"For military purposes. Accuracy 25m, 25m and 32m in X, Y and Z axes.",2407,59.75,72,-55,-40,1,0,9603,164,138,-189,,,,,0
174,1798,4194,4326,,Topographic mapping.,3362,59.75,79,-73,-42,1,0,9606,163.511,127.533,-159.789,0,0,0.814,-0.6,1
175,1799,4195,4326,,Topographic mapping.,2570,68,75,-30,-21,1,0,9606,105,326,-102.5,0,0,0.814,-0.6,1
176,1800,4196,4326,,Topographic mapping.,2571,65,68,-40,-28,1,0,9606,-45,417,-3.5,0,0,0.814,-0.6,1
177,15796,4709,4326,Derived at 1 satellite station.,For military purposes only. Accuracy 25m in each axis.,3200,24.74,24.823,141.28,141.36,1,0,9603,145,75,-272,,,,,1
178,15798,4710,4326,Derived at 1 satellite station.,For military purposes only. Accuracy 25m in each axis.,3183,-16.03,-15.88,-5.81,-5.63,1,0,9603,-320,550,-494,,,,,1
179,15799,4711,4326,Derived at 1 satellite station.,For military purposes only. Accuracy 25m in each axis.,3203,24.26,24.32,153.95,154.01,1,0,9603,124,-234,-25,,,,,1
180,1281,4200,4326,"Derived through concatenation of Pulkovo 1995 to PZ-90 (1) (tfm code 1257) and PZ-90 to WGS 84 (2) (tfm code 1244). Mandated for use in Russia by GosStandard of Russia Decree #327 of August 9, 2001.",Accuracy 1 metre.,1198,41.17,82,19.2,-168.98,1,0,9607,24.82,-131.21,-82.66,0,0,-0.16,-0.12,1
181,1100,4201,4326,Derived at 22 stations.,For military purposes only. Accuracy 5m in each axis.,1271,3.41,22.23,21.83,47.99,1,0,9603,-166,-15,204,,,,,1
182,1101,4201,4326,"Derived at 1 station connected to the Adindan network through the 1968-69 12th parallel traverse. Note: Adindan datum is used in Ethiopia and Sudan, not Burkino Faso.",For military purposes. Accuracy 25m in each axis.,1057,9.4,15.08,-5.52,2.4,1,0,9603,-118,-14,218,,,,,0
183,1102,4201,4326,"Derived at 1 station connected to the Adindan network through the 1968-69 12th parallel traverse. Note: Adindan datum is used in Ethiopia and Sudan, not Cameroon.",For military purposes. Accuracy 25m in each axis.,3226,1.66,13.09,8.51,16.22,1,0,9603,-134,-2,210,,,,,0
184,1103,4201,4326,Derived at 8 stations.,For military purposes. Accuracy 3m in each axis.,1091,3.4,14.88,32.99,48.12,1,0,9603,-165,-11,206,,,,,0
185,1104,4201,4326,"Derived at 1 station connected to the Adindan network through the 1968-69 12th parallel traverse. Note: Adindan datum is used in Ethiopia and Sudan, not Mali.",For military purposes. Accuracy 25m in each axis.,1153,10.15,25.02,-12.25,4.26,1,0,9603,-123,-20,220,,,,,0
186,1105,4201,4326,"Derived at 2 stations connected to the Adindan network through the 1968-69 12th parallel traverse. Note: Adindan datum is used in Ethiopia and Sudan, not Senegal.",For military purposes. Accuracy 25m in each axis.,3304,12.32,16.7,-17.55,-11.37,1,0,9603,-128,-18,224,,,,,0
187,1106,4201,4326,Derived at 14 stations.,"For military purposes. Accuracy 3m, 5m and 3m in X, Y and Z axes.",3311,3.49,22.25,21.84,38.6,1,0,9603,-161,-14,205,,,,,0
188,1108,4202,4326,Derived at 105 stations.,For military purposes only. Accuracy 3m in each axis.,2575,-45,-10,108,155,1,0,9603,-133,-48,148,,,,,0
189,1665,4202,4326,"Parameter values from AGD66 to GDA94 (2) (code 1458). Assumes GDA94 and WGS 84 can be considered the same to within the accuracy of the transformation.",Recommended for mid-accuracy use in A.C.T. 1m accuracy.,2283,-35.92,-35.16,148.77,149.4,1,0,9607,-129.193,-41.212,130.73,-0.246,-0.374,-0.329,-2.955,0
190,1666,4202,4326,"Parameter values from AGD66 to GDA94 (4) (code 1460). Assumes GDA94 and WGS 84 can be considered the same to within the accuracy of the transformation.",Recommended for mid-accuracy use in NSW and Victoria. 1m accuracy.,2286,-39.15,-28.15,140.95,153.62,1,0,9607,-119.353,-48.301,139.484,-0.415,-0.26,-0.437,-0.613,0
191,1667,4202,4326,"Parameter values from AGD66 to GDA94 (8) (code 1594). Assumes GDA94 and WGS 84 can be considered the same to within the accuracy of the transformation.",Recommended for mid-accuracy use in Tasmania. 1m accuracy.,1282,-43.8,-39.57,143.83,148.96,1,0,9607,-120.271,-64.543,161.632,-0.217,0.067,0.129,2.499,0
192,1668,4202,4326,"Parameter values from AGD66 to GDA94 (9) (code 1595). Assumes GDA94 and WGS 84 can be considered the same to within the accuracy of the transformation.",Recommended for mid-accuracy use in Northern Territory. 1m accuracy.,2284,-26,-11.02,129,138,1,0,9607,-124.133,-42.003,137.4,0.008,-0.557,-0.178,-1.854,0
193,15788,4202,4326,"Parameter values from AGD66 to GDA94 (1) (code 1278). Derived at 162 stations. Assumes GDA94 and WGS 84 can be considered the same to within the accuracy of the transformation.",5m accuracy.,2575,-45,-10,108,155,1,0,9603,-127.8,-52.3,152.9,,,,,0
194,15980,4202,4326,"Parameter values from AGD66 to GDA94 (12) (code 15979). Assumes GDA94 and WGS 84 can be considered the same to within the accuracy of the transformation. Use only offshore: onshore tfms 1665-68 for ACT, NSW/Vic, Tas and NT respectively are more accurate.",3m accuracy.,3559,-60.04,-8.86,110.77,174.1,1,0,9607,-117.808,-51.536,137.784,-0.303,-0.446,-0.234,-0.29,1
195,1109,4203,4326,Derived at 90 stations.,For military purposes only. Accuracy 2m in each axis.,2575,-45,-10,108,155,1,0,9603,-134,-48,149,,,,,1
196,1236,4203,4326,"""Higgins parameters"". Replaced by AGD84 to GDA94 (2) (code 1280) and AGD84 to WGS 84 (7) (code 1669).",Preliminary estimate.,2575,-45,-10,108,155,1,0,9607,-116,-50.47,141.69,-0.23,-0.39,-0.344,0.0983,0
197,1669,4203,4326,"Parameter values from AGD84 to GDA94 (2) (code 1280). Assumes GDA94 and WGS 84 can be considered the same to within the accuracy of the transformation. Replaces AGD84 to WGS 84 (2) (code 1236).",1m accuracy.,2575,-45,-10,108,155,1,0,9607,-117.763,-51.51,139.061,-0.292,-0.443,-0.277,-0.191,0
198,15789,4203,4326,"Parameter values from AGD84 to GDA94 (1) (code 1279). Derived at 327 stations. Assumes GDA94 and WGS 84 can be considered the same to within the accuracy of the transformation.",5m accuracy.,2575,-45,-10,108,155,1,0,9603,-128.5,-53,153.4,,,,,0
199,1055,4204,4326,Derived at station K1.,1 metre accuracy.,1136,28.56,30.1,46.57,49.24,1,0,9603,-145.7,-249.1,1.5,,,,,0
200,1056,4204,4326,"Derivation is more precise, but no evidence that accuracy is better than Ain el Abd to WGS 84 (3). OGP recommends using Ain el Abd to WGS 84 (3).",1 metre accuracy.,1136,28.56,30.1,46.57,49.24,1,0,9607,-85.645,-273.077,-79.708,-2.289,1.421,-2.532,3.194,0
201,1057,4204,4326,.,1 metre accuracy.,2956,29.1,30.1,46.57,49.24,1,0,9607,-202.234,-168.351,-63.51,-3.545,-0.659,1.945,2.1,0
202,1058,4204,4326,,1 metre accuracy.,2957,28.56,29.33,46.57,48.45,1,0,9607,-18.944,-379.364,-24.063,-0.04,0.764,-6.431,3.657,0
203,1110,4204,4326,Derived at 2 stations.,For military purposes. Accuracy 25m in each axis.,1040,25.57,27.18,50.3,51.41,1,0,9603,-150,-250,-1,,,,,0
204,1111,4204,4326,Derived at 9 stations.,For military purposes. Accuracy 10m in each axis.,1206,15.9,32.26,34.27,55.7,1,0,9603,-143,-236,7,,,,,1
205,1107,4205,4326,Derived at 1 station.,For military purposes. Accuracy 25m in each axis.,1214,-2.39,13.4,41.01,54.98,1,0,9603,-43,-163,45,,,,,1
206,15805,4718,4326,Derived at 1 satellite station.,"Military and topographic mapping. Accuracy +/- 25m in each axis.",3198,-8.15,-8,156.7,156.9,1,0,9603,230,-199,-752,,,,,0
207,15807,4718,4326,Derived at 1 satellite station.,"Military and topographic mapping. Accuracy +/- 25m in each axis.",3197,-9.96,-9.24,159.56,160.91,1,0,9603,252,-209,-751,,,,,1
208,1944,4207,4326,"Parameter values from Lisbon to ETRS89 (2) (code 1790). Assumes ETRS89 and WGS 84 can be considered the same to within the accuracy of the transformation.",For applications to an accuracy of 2 metres.,1294,37.01,42.15,-9.5,-6.19,1,1,9606,-282.1,-72.2,120,-1.592,0.145,-0.89,-4.46,0
209,1984,4207,4326,,For low resolution applications.,1294,37.01,42.15,-9.5,-6.19,1,0,9603,-304.046,-60.576,103.64,,,,,1
210,1988,4207,4326,,For medium resolution applications.,1294,37.01,42.15,-9.5,-6.19,1,0,9607,-288.885,-91.744,126.244,1.691,-0.41,0.211,-4.598,0
211,1549,4208,4326,,Oil exploration.,2307,-27.83,-18.18,-48.45,-38,1,1,9603,-158,315,-148,,,,,0
212,1550,4208,4326,,Oil exploration.,2308,-9.8,-9,-39,-37.5,1,0,9603,-139.62,290.53,-150.29,,,,,0
213,1551,4208,4326,,Oil exploration.,2309,-10.6,-9.8,-39,-37.5,1,0,9603,-141.15,293.44,-150.56,,,,,0
214,1552,4208,4326,,Oil exploration.,2310,-11.4,-10.6,-39,-37.5,1,0,9603,-142.48,296.03,-149.74,,,,,0
215,10089,4208,4326,Used by ExxonMobil for block BMS1.,Oil exploration.,2962,-27.83,-23.5,-48.45,-41.5,1,0,9603,-163.466,317.396,-147.538,,,,,0
216,10090,4208,4326,"Used by ExxonMobil for block BC10. Derived from earlier Shell position vector tfm where dX = -181m, dY = +294m, dZ = -144.5m, rX = rY = 0, rZ = +0.554s, dS = +0.219 ppm.",Oil exploration.,2963,-24.42,-21,-41.5,-38.5,1,0,9603,-170,305,-145,,,,,0
217,10091,4208,4326,Used by ExxonMobil for block BMES1.,Oil exploration.,2964,-21.29,-18.18,-39.37,-38,1,0,9603,-162.904,312.531,-137.109,,,,,0
218,10092,4208,4326,Used by ExxonMobil for block BP1.,Oil exploration.,2965,-34,-32,-51.3,-48.5,1,0,9603,-158,309,-151,,,,,0
219,10093,4208,4326,Used by ExxonMobil for offshore regional studies.,Oil exploration.,2966,-34,-18,-53,-36,1,0,9603,-161,308,-142,,,,,1
220,10094,4208,4326,Derived by IGN in 1992 at 7 stations within Nouakchott city.,Oil exploration.,2972,17.8,18.3,-18.1,-15.75,1,1,9603,124.5,-63.5,-281,,,,,0
221,15710,4208,4326,Provided by Petrobras for Barracuda Caratinga project. Understood to be Petrobras preferred parameters for all purposes in the area.,Oil exploration.,2963,-24.42,-21,-41.5,-38.5,1,0,9603,-160,315,-142,,,,,0
222,15711,4208,4326,Provided by Petrobras for Barracuda Caratinga project. Understood to be Petrobras preferred parameters for all purposes in the area.,Oil exploration.,2962,-27.83,-23.5,-48.45,-41.5,1,0,9603,-158,309,-147,,,,,0
223,15712,4208,4326,Provided by Petrobras for Barracuda Caratinga project. Understood to be Petrobras preferred parameters for all purposes in the area.,Oil exploration.,2964,-21.29,-18.18,-39.37,-38,1,0,9603,-161,310,-145,,,,,0
224,15754,4208,4326,"Mean for 3 basins. See Aratu to WGS 84 (10) through (12) (codes 15710-12) for transformations for individual basins.",Oil exploration.,2307,-27.83,-18.18,-48.45,-38,1,0,9603,-158,315,-148,,,,,0
225,1113,4209,4326,Derived at 41 stations.,"For military purposes only. Accuracy 20m, 33m and 20m in X, Y and Z axes.",2312,-30.65,-8.2,20,35.92,1,0,9603,-143,-90,-294,,,,,1
226,1114,4209,4326,Derived at 9 stations.,"For military purposes. Accuracy 3m, 5m and 3m in X, Y and Z axes.",1051,-26.88,-17.78,20,29.37,1,0,9603,-138,-105,-289,,,,,0
227,1115,4209,4326,Derived at 3 stations.,For military purposes. Accuracy 20m in each axis.,1058,-4.46,-2.3,29,30.87,1,1,9603,-153,-5,-292,,,,,0
228,1116,4209,4326,Derived at 5 stations.,"For military purposes. Accuracy 3m, 3m and 8m in X, Y and Z axes.",1141,-30.68,-28.59,27.03,29.47,1,0,9603,-125,-108,-295,,,,,0
229,1117,4209,4326,Derived at 6 stations.,"For military purposes. Accuracy 9m, 24m and 8m in X, Y and Z axes.",1150,-17.15,-9.38,32.7,35.95,1,0,9603,-161,-73,-317,,,,,0
230,1118,4209,4326,Derived at 4 stations.,For military purposes. Accuracy 15m in each axis.,1224,-27.31,-25.74,30.82,32.15,1,0,9603,-134,-105,-295,,,,,0
231,1119,4209,4326,Derived at 2 stations.,For military purposes. Accuracy 25m in each axis.,1259,-13.46,5.38,12.21,31.3,1,1,9603,-169,-19,-278,,,,,0
232,1120,4209,4326,Derived at 5 stations.,"For military purposes. Accuracy 21m, 21m and 27m in X, Y and Z axes.",1260,-18.09,-8.2,22.01,33.72,1,0,9603,-147,-74,-283,,,,,0
233,1121,4209,4326,Derived at 10 stations.,"For military purposes. Accuracy 5m, 8m and 11m in X, Y and Z axes.",1261,-22.43,-15.63,25.25,33.09,1,0,9603,-142,-96,-293,,,,,0
234,1122,4210,4326,Derived at 25 stations.,For military purposes only. Accuracy 20m in each axis.,2311,-11.74,4.62,29.34,41.91,1,0,9603,-160,-6,-302,,,,,1
235,1284,4210,4326,Derived at 24 stations.,"For military purposes. Accuracy 4m, 3m and 3m in X, Y and Z axes.",1132,-4.9,5.03,33.93,45.17,1,0,9603,-157,-2,-299,,,,,0
236,1285,4210,4326,Derived at 12 stations.,"For military purposes. Accuracy 6m, 9m and 10m in X, Y and Z axes.",1230,-11.75,-1,29.36,43.51,1,0,9603,-175,-23,-303,,,,,0
237,3998,4210,4326,"Derived at 3 stations. From inspection of parameter values and geographic applicability of CRS, OGP believes that the published source CRS (Arc 1950) has been misidentified by information source. Analysis of TR8350.2 contour charts suggest Arc 1960.",For military purposes. Accuracy 20m in each axis.,1058,-4.46,-2.3,29,30.87,1,0,9603,-153,-5,-292,,,,,0
238,1123,4211,4326,"Note: The area of use cited for this transformation (Sumatra) is not consistent with the area of use (Java) for the Batavia (Genuk) coordinate reference system. Derived at 5 stations.",For military purposes. Accuracy 3m in each axis.,1355,-6.5,6,95,108.55,1,0,9603,-377,681,-50,,,,,1
239,1813,4211,4326,Used by ARCO offshore NW Java area.,Oil industry operations.,2577,-6,-2.75,106,110,1,0,9603,-378.873,676.002,-46.255,,,,,0
240,1814,4211,4326,Used by PT Komaritim for Nippon Steel during East Java Gas Pipeline construction.,Oil industry operations.,2588,-7,-4,112,118.5,1,0,9603,-377.7,675.1,-52.2,,,,,0
241,15793,4212,4326,"Derived at 2 stations (S40 and M1, St Annes Tower) in 2004.",Accuracy 2.5m.,1042,11.04,14.75,-60.71,-57.5,1,0,9603,31.95,300.99,419.19,,,,,1
242,15809,4725,4326,"Derived at 2 satellite stations. Note: NGA online html files carry a different dZ value - OGP believe this is an erroneous transcription from the TR8350.2 line above.","Military and topographic mapping. Accuracy +/- 25m in each axis.",3201,16,16.81,-169.63,-169.3,1,0,9603,189,-79,-202,,,,,1
243,15814,4726,4326,Determined from 1 satellite station.,"Military mapping. Accuracy +/- 25m in each axis.",3186,19.65,19.76,-80.1,-79.71,1,0,9603,42,124,147,,,,,1
244,15829,4726,4326,Determined from 2 satellite stations.,"Topographic survey. Accuracy +/- 1m.",3186,19.65,19.76,-80.1,-79.71,1,0,9603,44.4,109,151.7,,,,,0
245,15800,4713,4326,Derived at 1 satellite station.,For military purposes only. Accuracy 25m in each axis.,1081,10.94,12.83,41.78,44.05,1,0,9603,-79,-129,145,,,,,1
246,1124,4216,4326,Derived at 3 stations.,For military purposes. Accuracy 20m in each axis.,1047,28.87,35.77,-68.23,-61.34,1,0,9603,-73,213,296,,,,,1
247,15970,4216,4326,"Parameter values from Bermuda 1957 to BDA2000 (1) (code 15969). Assumes BDA2000 and WGS 84 can be considered the same to within the accuracy of the transformation.","Accuracy +/- 1 metre.",1047,28.87,35.77,-68.23,-61.34,1,0,9607,-292.295,248.758,429.447,-4.9971,-2.99,-6.6906,1.0289,0
248,15819,4729,4326,Derived at 1 satellite station.,"Millitary and topographic mapping. Accuracy +/- 25 m in each axis.",3208,-25.16,-25,-130.18,-129.99,1,0,9603,185,165,42,,,,,1
249,1125,4218,4326,Derived in 1987 at 7 stations.,"For military purposes. Accuracy 6m, 5m and 6m in X, Y and Z axes.",1070,-4.22,15.93,-85.79,-66.91,1,0,9603,307,304,-318,,,,,1
250,1597,4218,4326,Derived in 1995 by WGC at first order stations Recreo and Mena via multi-day ties to 4 IGS stations. Residuals under 20cm.,Oil exploration.,2315,4.75,5.67,-73,-72.25,1,0,9603,304.5,306.5,-318.1,,,,,0
251,15715,4218,4326,"Approximation at the +/- 1m level assuming that MAGNA-SIRGAS is equivalent to WGS 84. Parameter values taken from Bogota 1975 to MAGNA-SIRGAS (1) (tfm code 15714).","Accuracy about 1 part in 10^5 of distance between points, depending on relative tectonic motion.",3082,10,13,-73,-71,1,0,9607,-806.413,-263.5,-622.671,12.4142185637707,-2.99084175323096,-39.0346863906349,-20.81616,0
252,15717,4218,4326,"Approximation at the +/- 1m level assuming that MAGNA-SIRGAS is equivalent to WGS 84. Parameter values taken from Bogota 1975 to MAGNA-SIRGAS (2) (tfm code 15716).","Accuracy about 1 part in 10^5 of distance between points, depending on relative tectonic motion.",3083,9.4,11.6,-76,-73,1,0,9607,100.783,187.382,-47,-9.22383004903209,2.42380329967319,-8.30827832824698,-13.56561,0
253,15719,4218,4326,"Approximation at the +/- 1m level assuming that MAGNA-SIRGAS is equivalent to WGS 84. Parameter values taken from Bogota 1975 to MAGNA-SIRGAS (3) (tfm code 15718).","Accuracy about 1 part in 10^5 of distance between points, depending on relative tectonic motion.",3084,8,9.4,-77.6,-74.4,1,0,9607,336.026,348.565,252.978,-17.2412894390071,-6.30649282215535,1.56204977191825,-5.771909,0
