"DATUM_CODE","DATUM_NAME","DATUM_TYPE","ORIGIN_DESCRIPTION","REALIZATION_EPOCH","ELLIPSOID_CODE","PRIME_MERIDIAN_CODE","AREA_OF_USE_CODE","DATUM_SCOPE","REMARKS","INFORMATION_SOURCE","DATA_SOURCE","REVISION_DATE","CHANGE_ID","DEPRECATED","ESRI_DATUM_NAME"
6006,"Not specified (based on Bessel Namibia ellipsoid)",geodetic,,,7046,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2001-01-21,96.08  2000.42  2001.15,0,"D_Bessel_Namibia"
6007,"Not specified (based on Clarke 1858 ellipsoid)",geodetic,,,7007,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Clarke_1858"
6008,"Not specified (based on Clarke 1866 ellipsoid)",geodetic,,,7008,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Clarke_1866"
6009,"Not specified (based on Clarke 1866 Michigan ellipsoid)",geodetic,,,7009,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Clarke_1866_Michigan"
6010,"Not specified (based on Clarke 1880 (Benoit) ellipsoid)",geodetic,,,7010,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Clarke_1880_Benoit"
6011,"Not specified (based on Clarke 1880 (IGN) ellipsoid)",geodetic,,,7011,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Clarke_1880_IGN"
6012,"Not specified (based on Clarke 1880 (RGS) ellipsoid)",geodetic,,,7012,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Clarke_1880_RGS"
6013,"Not specified (based on Clarke 1880 (Arc) ellipsoid)",geodetic,,,7013,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Clarke_1880_Arc"
6014,"Not specified (based on Clarke 1880 (SGA 1922) ellipsoid)",geodetic,,,7014,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Clarke_1880_SGA"
6015,"Not specified (based on Everest 1830 (1937 Adjustment) ellipsoid)",geodetic,,,7015,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,
6016,"Not specified (based on Everest 1830 (1967 Definition) ellipsoid)",geodetic,,,7016,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Everest_Def_1967"
6018,"Not specified (based on Everest 1830 Modified ellipsoid)",geodetic,,,7018,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Everest_Modified"
6019,"Not specified (based on GRS 1980 ellipsoid)",geodetic,,,7019,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_GRS_1980"
6020,"Not specified (based on Helmert 1906 ellipsoid)",geodetic,,,7020,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Helmert_1906"
6021,"Not specified (based on Indonesian National Spheroid)",geodetic,,,7021,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Indonesian"
6022,"Not specified (based on International 1924 ellipsoid)",geodetic,,,7022,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_International_1924"
6024,"Not specified (based on Krassowsky 1940 ellipsoid)",geodetic,,,7024,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Krasovsky_1940"
6025,"Not specified (based on NWL 9D ellipsoid)",geodetic,,,7025,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_NWL_9D"
6027,"Not specified (based on Plessis 1817 ellipsoid)",geodetic,,,7027,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Plessis_1817"
6028,"Not specified (based on Struve 1860 ellipsoid)",geodetic,,,7028,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Struve_1860"
6029,"Not specified (based on War Office ellipsoid)",geodetic,,,7029,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_War_Office"
6030,"Not specified (based on WGS 84 ellipsoid)",geodetic,,,7030,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,
6031,"Not specified (based on GEM 10C ellipsoid)",geodetic,,,7031,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_GEM_10C"
6032,"Not specified (based on OSU86F ellipsoid)",geodetic,,,7032,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_OSU_86F"
6033,"Not specified (based on OSU91A ellipsoid)",geodetic,,,7033,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_OSU_91A"
6034,"Not specified (based on Clarke 1880 ellipsoid)",geodetic,,,7034,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,96.08  2000.42,0,"D_Clarke_1880"
6035,"Not specified (based on Authalic Sphere)",geodetic,,,7035,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown. Deprecated and replaced by 6047.,EPSG,EPSG,2001-06-05,96.08  2000.42,1,"D_Sphere"
6036,"Not specified (based on GRS 1967 ellipsoid)",geodetic,,,7036,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,2000.42,0,"D_GRS_1967"
6041,"Not specified (based on Average Terrestrial System 1977 ellipsoid)",geodetic,,,7041,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,2000.42,0,
6042,"Not specified (based on Everest (1830 Definition) ellipsoid)",geodetic,,,7042,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,2000.42,0,"D_Everest_1830"
6043,"Not specified (based on WGS 72 ellipsoid)",geodetic,,,7043,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,2000.42,0,
6044,"Not specified (based on Everest 1830 (1962 Definition) ellipsoid)",geodetic,,,7044,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,2000.42,0,"D_Everest_Def_1962"
6045,"Not specified (based on Everest 1830 (1975 Definition) ellipsoid)",geodetic,,,7045,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2000-05-03,2000.42,0,"D_Everest_Def_1975"
6047,"Not specified (based on GRS 1980 Authalic Sphere)",geodetic,,,7048,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2004-04-27,2001.19 2003.33,0,
6052,"Not specified (based on Clarke 1866 Authalic Sphere)",geodetic,,,7052,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,EPSG,EPSG,2004-04-27,,0,"D_Sphere_Clarke_1866_Authalic"
6053,"Not specified (based on International 1924 Authalic Sphere)",geodetic,,,7057,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,OGP,OGP,2006-09-22,,0,
6054,"Not specified (based on Hughes 1980 ellipsoid)",geodetic,,,7058,8901,1263,Not a valid datum.,Included for coordinate reference systems where datum is unknown.,OGP,OGP,2006-09-22,,0,
6120,Greek,geodetic,"Fundamental point: Athens Observatory; latitude 37 deg 58 min 20.132 sec N; longitude 23 deg 42 min 58.815 sec E of Greenwich",,7004,8901,1106,Topographic mapping.,"See geodetic datum alias 6404.  Used as basis of topographic mapping based on Hatt projection. Replaced by GGRS87 (code 6121).","Topography Department; National Technical University of Athens",EPSG,2004-03-26,2004.183,0,"D_Greek"
6121,Greek Geodetic Reference System 1987,geodetic,"Fundamental point: Dionysos; latitude 38 deg 04 min 33.8 sec N; longitude 23 deg 55 min 51.0 sec E of Greenwich; geoid height 7.0 m.",1987,7019,8901,1106,Topographic mapping.,"Replaced (old) Greek datum.  Oil industry work based on ED50.","L. Portokalakis; Public Petroleum Corporation of Greece",EPSG,1997-06-16,,0,"D_GGRS_1987"
6122,Average Terrestrial System 1977,geodetic,,1977,7041,8901,1283,Topographic mapping.,"In use from 1979.  To be phased out in late 1990's.",New Brunswick Geographic Information Corporation land and water information standards manual.,EPSG,1997-07-02,,0,"D_ATS_1977"
6123,"Kartastokoordinaattijarjestelma (1966)",geodetic,Adjustment with fundamental point SF31 based on ED50 transformed to best fit the older VVJ adjustment.,1966,7022,8901,1095,"Geodetic survey, cadastre, topographic mapping, engineering survey.",Adopted in 1970.,"National Land Survey of Finland;
http://www.maanmittauslaitos.fi",EPSG,2006-03-31,2006.27,0,"D_KKJ"
6124,Rikets koordinatsystem 1990,geodetic,,1982,7004,8901,1225,"Geodetic survey, cadastre, topographic mapping, engineering survey.","Replaces RT38 adjustment (datum code 6308)",National Land Survey of Sweden,EPSG,1997-11-13,,0,"D_RT_1990"
6125,Samboja,geodetic,Original origin station P2 Exc now destroyed.  Extensions recomputed using Toran station T9 as origin.,,7004,8901,1328,Topographic mapping.,,Total Indonesia.,EPSG,1997-11-13,,1,"D_Samboja"
6126,"Lithuania 1994 (ETRS89)",geodetic,Constrained to 4 ETRS89 points in Lithuania from the EUREF Baltic 1992 campaign..,1994,7019,8901,1145,"Topographic mapping, geodetic survey.",Densification of ETRS89 during the 1992 Baltic campaign.,HNIT-Baltic GeoInfoServisas,EPSG,1998-03-12,,0,"D_Lithuania_1994"
6127,Tete,geodetic,"Fundamental point: Tete.",,7008,8901,3281,Topographic mapping.,,"Mozambique Direcção Nacional de Geografia e Cadastral (DINAGECA).",EPSG,1998-04-16,,0,"D_Tete"
6128,Madzansua,geodetic,"Fundamental point: Madzansua.",,7008,8901,1315,Topographic mapping.,"Replaced by transformation to Tete datum (datum code 6127).","Mozambique Direcção Nacional de Geografia e Cadastral (DINAGECA).",EPSG,1998-04-16,,0,"D_Madzansua"
6129,Observatario,geodetic,"Fundamental point: Maputo observatory.",,7008,8901,1329,Topographic mapping.,"Replaced by transformation to Tete datum (datum code 6127).","Mozambique Direcção Nacional de Geografia e Cadastral (DINAGECA).",EPSG,1998-04-16,,0,"D_Observatario"
6130,"Moznet (ITRF94)",geodetic,ITRF94 at epoch 1996.9,,7030,8901,1167,Topographic mapping.,,"Mozambique Direcção Nacional de Geografia e Cadastral (DINAGECA).",EPSG,2006-08-18,2006.77,0,"D_Moznet"
6131,Indian 1960,geodetic,DMA extension over IndoChina of the Indian 1954 network adjusted  to better fit local geoid.,,7015,8901,1302,Topographic mapping.,"Also known as Indian (DMA Reduced).",,EPSG,2003-12-31,2003.361,0,"D_Indian_1960"
6132,Final Datum 1958,geodetic,"Fundamental point: Maniyur.  Latitude: 31 deg 23 min 59.19 sec N; Longitude: 48 deg 32 min 31.38 sec E (of Greenwich).",,7012,8901,1300,Oil industry mapping.,Network included in Nahrwan 1967 adjustment.,IOEPC records,EPSG,1998-11-11,,0,"D_FD_1958"
6133,Estonia 1992,geodetic,Densification from 4 ETRS89 points.,1992,7019,8901,1090,"Topographic mapping, Geodetic survey.","Based on ETRS89 as established during the 1992 Baltic campaign. Replaced by Estonia 1997 adjustment (code 6180).","http://www.geo.ut.ee",EPSG,2005-09-06,2005.46,0,"D_Estonia_1992"
6134,PDO Survey Datum 1993,geodetic,Adjustment best fitted to Fahud network.,1993,7012,8901,3288,Oil industry mapping.,"Replaces Fahud datum (code 6232). Maximum differences to Fahud adjustment are 20 metres.",Petroleum Development Oman,EPSG,1999-04-22,,0,"D_PDO_1993"
6135,Old Hawaiian,geodetic,"Fundamental point: Oahu West Base Astro.  Latitude: 21 deg 18 min 13.89 sec N; longitude 157 deg 50 min 55.79 sec W (of Greenwich)",,7008,8901,1334,Topographic mapping.,"Hawaiian Islands were never on NAD27 but rather on Old Hawaiian Datum.  NADCON conversion program provides transformation from Old Hawaiian Datum to NAD83 (original 1986 realization) but making the transformation appear to user as if from NAD27.","http://www.ngs.noaa.gov/ (NADCON readme file).",EPSG,2005-09-05,2005.46,0,"D_Old_Hawaiian"
6136,St. Lawrence Island,geodetic,,,7008,8901,1332,Topographic mapping.,"Many Alaskan islands were never on NAD27 but rather on independent datums.  NADCON conversion program provides transformation from St. Lawrence Island Datum to NAD83 (original 1986 realization) - making the transformation appear to user as if from NAD27.","http://www.ngs.noaa.gov/ (NADCON readme file)",EPSG,1999-05-24,,0,"D_St_Lawrence_Island"
6137,St. Paul Island,geodetic,"Fundamental point latitude: 57 deg 07 min 16.86 sec N; longitude: 170 deg 16 min 24.00 sec W (of Greenwich).",,7008,8901,1333,Topographic mapping.,"Many Alaskan islands were never on NAD27 but rather on independent datums.  NADCON conversion program provides transformation from St. Paul Island Datum to NAD83 (original 1986 realization) - making the transformation appear to user as if from NAD27.","http://www.ngs.noaa.gov/ (NADCON readme file)",EPSG,1999-05-24,,0,"D_St_Paul_Island"
6138,St. George Island,geodetic,"Fundamental point latitude: 56 deg 36 min 11.31 sec N; longitude: 169 deg 32 min 36.00 sec W (of Greenwich).",,7008,8901,1331,Topographic mapping.,"Many Alaskan islands were never on NAD27 but rather on independent datums.  NADCON conversion program provides transformation from St. George Island Datum to NAD83 (original 1986 realization) - making the transformation appear to user as if from NAD27.","http://www.ngs.noaa.gov/ (NADCON readme file)",EPSG,2003-12-31,2003.362,0,"D_St_George_Island"
6139,Puerto Rico,geodetic,"Fundamental point: Cardona Island Lighthouse. Latitude:17 deg 57 min 31.40 sec N; Longitude: 66 deg 38 min 07.53 sec W (of Greenwich).",1901,7008,8901,1335,Topographic mapping.,"NADCON conversion program provides transformation from Puerto Rico Datum to NAD83 (original 1986 realization) but making the transformation appear to user as if from NAD27.","Ordnance Survey of Great Britain and http://www.ngs.noaa.gov/ (NADCON readme file).",EPSG,2003-12-31,2003.362,0,"D_Puerto_Rico"
6140,NAD83 Canadian Spatial Reference System,geodetic,,1998,7019,8901,1061,Geodetic survey.,,"Natural Resources of Canada, CSRS website.  http://www.geod.nrcan.gc.ca",EPSG,2007-05-29,2005.88 2006.461 2007.026,0,"D_North_American_1983_CSRS98"
6141,Israel,geodetic,"Fundamental point:  Latitude: 31 deg 44 min 03.817 sec N; Longitude: 35 deg 12 min 16.261 sec E (of Greenwich).",,7019,8901,2603,Topographic mapping.,,Survey of Israel.,EPSG,2004-04-14,2002.34 2004.15,0,"D_Israel"
6142,Locodjo 1965,geodetic,"Fundamental point: T5 Banco. Latitude: 5 deg 18 min 50.5 sec N; Longitude: 4 deg 02 min 05.1 sec W (of Greenwich).",1965,7012,8901,1075,Topographic mapping.,,IGN Paris.,EPSG,1999-10-20,,0,"D_Locodjo_1965"
6143,Abidjan 1987,geodetic,"Fundamental point: Abidjan I. Latitude: 5 deg 18 min 51.01 sec N; Longitude: 4 deg 02 min 06.04 sec W (of Greenwich).",1987,7012,8901,1075,Topographic mapping.,,IGN Paris.,EPSG,1999-10-20,,0,"D_Abidjan_1987"
6144,Kalianpur 1937,geodetic,"Fundamental point: Kalianpur. Latitude: 24 deg  07 min 11.260 sec N; Longitude: 77 deg 39 min 17.570 sec E (of Greenwich).",1937,7015,8901,1308,Topographic mapping.,Replaces 1880 adjustment except for topographic mapping.  Replaced in Bangladesh and Pakistan by 1962 metrication conversion and in India by 1975 metrication conversion.,"G. Bomford; ""The Re-adjustment of the Indian Triangulation""; Survey of India Professional Paper 28; 1939.",EPSG,1999-10-20,,0,"D_Kalianpur_1937"
6145,Kalianpur 1962,geodetic,"Fundamental point: Kalianpur. Latitude: 24 deg  07 min 11.260 sec N; Longitude: 77 deg 39 min 17.570 sec E (of Greenwich).",1962,7044,8901,3289,Topographic mapping.,"1937 adjustment rescaled by ratio metric conversions of Indian foot (1937) to Indian foot (1962).",,EPSG,1999-10-20,,0,"D_Kalianpur_1962"
6146,Kalianpur 1975,geodetic,"Fundamental point: Kalianpur. Latitude: 24 deg  07 min 11.260 sec N; Longitude: 77 deg 39 min 17.570 sec E (of Greenwich).",1975,7045,8901,3341,Topographic mapping.,"1937 adjustment rescaled by ratio metric conversions of Indian foot (1937) to Indian foot (1975).",,EPSG,1999-10-20,,0,"D_Kalianpur_1975"
6147,Hanoi 1972,geodetic,,1972,7024,8901,3328,"Geodetic survey, cadastre, topographic mapping, engineering survey.",,PetroVietnam,EPSG,1999-10-20,,0,"D_Hanoi_1972"
6148,Hartebeesthoek94,geodetic,Coincident with ITRF91 at epoch 1994.0 at Hartebeesthoek astronomical observatory near Pretoria.,1994,7030,8901,1215,"Geodetic survey, cadastre, topographic mapping, engineering survey.","Replaces Cape datum (code 6222).","Directorate of Surveys and Mapping; http://w3sli.wcape.gov.za/surveys/mapping/wgs84.htm",EPSG,2006-08-18,99.96 2006.77,0,"D_Hartebeesthoek_1994"
6149,CH1903,geodetic,"Fundamental point: Old Bern observatory. Latitude: 46 deg 57 min 08.660 sec N; Longitude: 7 deg 26 min 22.500 sec E (of Greenwich).",1903,7004,8901,1286,Topographic mapping.,,"Bundesamt für Landestopographie",EPSG,1999-10-20,,0,"D_CH1903"
6150,"CH1903+",geodetic,"Fundamental point: Zimmerwald observatory.",,7004,8901,1286,"Geodetic survey, topographic mapping.",,"Bundesamt für Landestopographie.  Aufbau der Landesvermessung der Schweiz 'LV95' Teil 3: Terrestrische Bezugssysteme und Bezugsrahmen. L+T 1999.",EPSG,2001-11-06,2001.52,0,"D_CH1903+"
6151,Swiss Terrestrial Reference Frame 1995,geodetic,ETRF89 at epoch 1993.0,1995,7019,8901,1286,"Geodetic survey, cadastre, topographic mapping, engineering survey.",,"Bundesamt für Landestopographie.  Aufbau der Landesvermessung der Schweiz 'LV95' Teil 3: Terrestrische Bezugssysteme und Bezugsrahmen. L+T 1999.",EPSG,2006-08-18,2006.77,0,"D_Swiss_TRF_1995"
6152,"NAD83 (High Accuracy Regional Network)",geodetic,,,7019,8901,1337,Geodetic survey.,,National Geodetic Survey,EPSG,1999-10-20,,0,"D_North_American_1983_HARN"
6153,Rassadiran,geodetic,"Fundamental point: Total1. Latitude: 27 deg 31 min 07.784 sec N; Longitude: 52 deg 36 min 12.741 sec E (of Greenwich).",1998,7022,8901,1338,Oil industry mapping.,,Total-Fina,EPSG,1999-11-20,,0,"D_Rassadiran"
6154,"European Datum 1950(1977)",geodetic,Extension of ED50 over Iran.,1977,7022,8901,1123,Topographic mapping.,Sometimes referred to as ED50-ED77.,National Cartographic Centre of Iran,EPSG,1999-11-20,,0,"D_European_1950_ED77"
6155,Dabola 1981,geodetic,,1981,7011,8901,3257,Topographic mapping.,,IGN Paris,EPSG,1999-12-09,,0,"D_Dabola_1981"
6156,Jednotne Trigonometricke Site Katastralni,geodetic,"Modification of Austrian MGI datum, code 6312.",,7004,8901,1306,"Geodetic survey, cadastre, topographic mapping, engineering survey.","S-JTSK = System of the Unified Trigonometrical Cadastral Network.","Research Institute for Geodesy Topography and Cartography (VUGTK); Prague.",EPSG,2001-11-06,2001.26  2001.51,0,"D_S_JTSK"
6157,Mount Dillon,geodetic,"Fundamental point: Mount Dillon triangulation station. Latitude: 11 deg 15 min 07.843 sec N; Longitude: 60 deg 41 min 09.632 sec W (of Greenwich).",,7007,8901,1322,Topographic mapping.,,University of the West Indies Geodetic Services.,EPSG,2003-12-31,2003.361,0,"D_Mount_Dillon"
6158,Naparima 1955,geodetic,"Fundamental point: Naparima. Latitude: 10 deg 16 min 44.860 sec N; Longitude: 61 deg 27 min 34.620 sec W (of Greenwich).",1955,7022,8901,3143,Topographic mapping.,Naparima 1972 is an extension of the Naparima 1955 network of Trinidad to include Tobago.,Ordnance Survey International.,EPSG,2000-03-07,,0,"D_Naparima_1955"
6159,European Libyan Datum 1979,geodetic,Extension of ED50 over Libya.,1979,7022,8901,1143,Topographic mapping.,,Brown and Root,EPSG,2003-12-31,2003.362,0,"D_European_Libyan_1979"
6160,Chos Malal 1914,geodetic,Chos Malal police station.,1914,7022,8901,1292,Oil industry mapping.,"Also known as Quini-Huao.  Replaced by Campo Inchauspe (code 6221).",Various oil company records.,EPSG,2000-03-07,,0,"D_Chos_Malal_1914"
6161,Pampa del Castillo,geodetic,,,7022,8901,1265,Oil industry mapping.,"Used in Comodoro Rivadavia area.  Replaced by Campo Inchauspe (code 6221).",Various oil company records.,EPSG,2000-03-07,,0,"D_Pampa_del_Castillo"
6162,Korean Datum 1985,geodetic,"Fundamental point: Suwon; latitude 37 deg 16 min 31.9034 sec N; longitude 127 deg 03 min 05.1451 sec E of Greenwich.",1985,7004,8901,3266,Topographic mapping.,,"Clifford J. Mugnier; in Photogrammetric Engineering & Remote Sensing November 1999. http://www.asprs.org/",EPSG,2005-09-05,2001.28 2005.46,0,"D_Korean_Datum_1985"
6163,Yemen National Geodetic Network 1996,geodetic,"Sana'a IGN reference marker",1996,7030,8901,1257,Topographic mapping.,,IGN Paris,EPSG,2000-03-07,,0,"D_Yemen_NGN_1996"
6164,South Yemen,geodetic,,,7024,8901,1340,Topographic mapping.,,IGN Paris,EPSG,2000-03-07,,0,"D_South_Yemen"
6165,Bissau,geodetic,,,7022,8901,3258,Topographic mapping.,,"NIMA TR8350.2  ftp://164.214.2.65/pub/gig/tr8350.2/changes.pdf",EPSG,2005-09-05,2005.46,0,"D_Bissau"
6166,Korean Datum 1995,geodetic,,1995,7030,8901,3266,Topographic mapping.,,"NIMA TR8350.2  ftp://164.214.2.65/pub/gig/tr8350.2/changes.pdf",EPSG,2005-09-05,2005.46,0,"D_Korean_Datum_1995"
6167,New Zealand Geodetic Datum 2000,geodetic,Based on ITRF96 at epoch 2000.0,2000,7019,8901,3285,"Geodetic survey, cadastre, topographic mapping, engineering survey.","Replaces New Zealand Geodetic Datum 1949 (code 6272) and Chatham Islands Datum 1979 (code 6673) from March 2000.","Land Information New Zealand. http://www.linz.govt.nz/rcs/linz/pub/web/root/core/SurveySystem/GeodeticInfo/GeodeticDatums/nzgd2000factsheet/index.jsp",EPSG,2004-03-26,2004.11,0,"D_NZGD_2000"
6168,Accra,geodetic,"Fundamental point: GCS Station 547. Latitude: 5 deg 23 min 43.3 sec N; Longitude: 0 deg 11 min 52.3 sec W (of Greenwich).",,7029,8901,1104,Topographic mapping.,"Replaced in 1978 by Leigon datum (code 6250).",Ordnance Survey International,EPSG,2000-10-12,,0,"D_Accra"
6169,American Samoa 1962,geodetic,"Fundamental point: Betty 13 eccentric. Latitude: 14 deg 20 min 08.34 sec S; longitude: 170 deg 42 min 52.25 sec W",1962,7008,8901,3109,Topographic mapping.,,NIMA TR8350.2 revision of January 2000. Oil industry sources for origin description details.,EPSG,2005-05-21,2003.362 2005.23,0,"D_American_Samoa_1962"
6170,Sistema de Referencia Geocentrico para America del Sur 1995,geodetic,ITRF94 at epoch 1995.42.,1995,7019,8901,3448,Geodetic survey.,Realised by a frame of 58 stations observed in 1995 and adjusted in the ITRF94. Replaced by SIRGAS 2000.,"NIMA TR8350.2 revision of January 2000. Also http://www1.ibge.gov.br/",EPSG,2006-08-18,2004.25 2005.46 2006.465 2006.77,0,"D_SIRGAS"
6171,Reseau Geodesique Francais 1993,geodetic,Coincident with ETRS89 at epoch 1993.0,1993,7019,8901,1096,Geodetic survey.,,"http://www.ign.fr/ via TotalFinaElf",EPSG,2005-09-05,2001.51 2005.46,0,"D_RGF_1993"
6172,Posiciones Geodesicas Argentinas,geodetic,,1994,7019,8901,1033,"Topographic mapping, geodetic survey.","Una red geodésica de 127 puntos materializados
en el terreno que definen el Sistema Geodésico Nacional.  [A geodetic network of 127 points defining the National Geodetic System.] Replaced by POSGAR98 (code 6190).","http://www.igm.gov.ar/posgar.html",EPSG,2000-10-19,,1,"D_POSGAR"
6173,IRENET95,geodetic,ETRS89 stations in Ireland,1995,7019,8901,1305,Geodetic survey.,Densification of ETRS89,Ordnance Survey of Ireland,EPSG,2004-04-07,2004.22,0,"D_IRENET95"
6174,Sierra Leone Colony 1924,geodetic,"Fundamental point: Kortright. Latitude: 8 deg 28 min 44.4 sec N; Longitude: 13 deg 13 min 03.81 sec W (of Greenwich).",1924,7029,8901,1342,"Topographic mapping, engineering survey.",,Ordnance Survey International.,EPSG,2001-06-05,,0,"D_Sierra_Leone_1924"
6175,Sierra Leone 1968,geodetic,"Fundamental point: SLX2 Astro. Latitude: 8 deg 27 min 17.567 sec N; Longitude: 12 deg 49 min 40.186 sec W (of Greenwich).",1968,7012,8901,3306,"Topographic mapping, engineering survey.",Extension and readjustment with additional observations of 1960 network.  Coordinates of 1960 stations change by less than 3 metres.,Ordnance Survey International.,EPSG,2001-06-05,,0,"D_Sierra_Leone_1968"
6176,Australian Antarctic Datum 1998,geodetic,,1998,7019,8901,1278,Topographic mapping.,,Standards Australia,EPSG,2006-01-30,2006.08,0,"D_Australian_Antarctic_1998"
6178,"Pulkovo 1942/83",geodetic,"Fundamental point: Pulkovo observatory. Latitude: 59 deg 46 min 18.550 sec N; Longitude: 30 deg 19 min 42.090 sec E (of Greenwich).",1983,7024,8901,1343,"Geodetic survey, cadastre, topographic mapping, engineering survey.",International adjustment of Uniforrm Astro-Geodetic Network of countries of central and eastern Europe.,"Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",EPSG,2001-06-05,,0,"D_Pulkovo_1942_Adj_1983"
6179,"Pulkovo 1942/58",geodetic,"Fundamental point: Pulkovo observatory. Latitude: 59 deg 46 min 18.550 sec N; Longitude: 30 deg 19 min 42.090 sec E (of Greenwich).",1958,7024,8901,1192,"Geodetic survey, cadastre, topographic mapping, engineering survey.",,"Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",EPSG,2001-06-05,,0,"D_Pulkovo_1942_Adj_1958"
6180,Estonia 1997,geodetic,Densification of ETRS89 during EUREF-ESTONIA97 campaign through transformation from ITRF96 at epoch 1997.56.,1997,7019,8901,1090,"Geodetic survey, cadastre, topographic mapping, engineering survey.","Replaces Estonia 1992 adjustment (code 6133).","Estonian National Land Board via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",EPSG,2006-08-18,2006.77,0,"D_Estonia_1997"
6181,Luxembourg 1930,geodetic,"Fundamental point: northern station of Habay-la-Neuve baseline in Belgium. Latitude: 49 deg 43 min 24.408 sec N; longitude: 5 deg 38 min 22.470 sec E (of Greenwich)",1930,7022,8901,1146,"Geodetic survey, cadastre, topographic mapping, engineering survey.",,"Administration du Cadastre et de la Topographie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",EPSG,2001-06-05,,0,"D_Luxembourg_1930"
